title,rating,initial_price,image,seller_name,product_description,brand
"HANDEL LOJEL WARNA,HANDEL KOPER, HANDEL KOPER VIBER, SPAREPART KOPER","4.6","0","[""https://img.lazcdn.com/g/ff/kf/S8a6c5b64363b4ac0b77f4da0a380d272G.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/p/6528f0de8f96a55385205f67eddae8dc.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/a759a2ffdc3aa4cd9ae03a4e129424ea.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/d13792a23afb281ebe7fa4ba76b7a419.jpg_120x120q80.jpg_.webp""]","dewi05588","Tidak Ada Merk. handle koper delsey 22 inc original. tas untuk les anak perempuan. pengganti handle koper lojel. handle koper pegangan 18 cm. koper baju buat mudik murah","Tidak Ada Merk"
"HANDEL LOJEL WARNA,HANDEL KOPER, HANDEL KOPER VIBER, SPAREPART KOPER","4.6","0","[""https://img.lazcdn.com/g/ff/kf/S8a6c5b64363b4ac0b77f4da0a380d272G.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/p/6528f0de8f96a55385205f67eddae8dc.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/a759a2ffdc3aa4cd9ae03a4e129424ea.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/d13792a23afb281ebe7fa4ba76b7a419.jpg_120x120q80.jpg_.webp""]","dewi05588","Tidak Ada Merk. handle koper delsey 22 inc original. tas untuk les anak perempuan. pengganti handle koper lojel. handle koper pegangan 18 cm. koper baju buat mudik murah","Tidak Ada Merk"
"TRANSISTOR MD1803DFX BODI BESAR SUPER ORIGINAL  BARU","5.0","0","[""https://img.lazcdn.com/g/ff/kf/S8c26a0c3aa54470abd992d443b9b6a19i.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/ff/kf/S8c26a0c3aa54470abd992d443b9b6a19i.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/ff/kf/Sb6dd8f488e5d4f9c84ba585ef6380fbdf.jpg_120x120q80.jpg_.webp""]","YUDIANA YUDI SPERPAT ELEKTRONIK","TR. transistor horizontal tv polytron d5024 body besar. transistor horisontal tv polytron 29 inch. transistor horisontal 1803dhi. tv poliyron 43 inch android. transistor md2009dfx","TR"
"TRANSISTOR TR TT2140 NEW ORIGINAL","4.6","0","[""https://img.lazcdn.com/g/ff/kf/S61d4cb6ecd434d06955d507d836f9ce8r.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/ff/kf/S61d4cb6ecd434d06955d507d836f9ce8r.jpg_80x80q80.jpg_.webp""]","YUDIANA YUDI SPERPAT ELEKTRONIK","TR. mesin tv polytron u slim 21 inch. mesin tv polytron u slim 21 in. tv 40 inch terbaru digital","TR"
"TRANSISTOR TR D5024 ORIGINAL NEW ( BODI KECIL)","4.8","0","[""https://img.lazcdn.com/g/ff/kf/Sa1acfdfeabad474691a9987f22062159h.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/ff/kf/Sa1acfdfeabad474691a9987f22062159h.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/ff/kf/S2d0cd705ce23483ab29f3d86f8e2a7cc2.jpg_120x120q80.jpg_.webp""]","YUDIANA YUDI SPERPAT ELEKTRONIK","TR. transistor horisontal tv polytron 29 inch. transistor horizontal tv polytron d5024. transistor horisontal tv cabutan d5024. transistor horisontal tv lg slim. mesin tv tabung digital 29 inch","TR"
"TRANSISTOR TR D2499 NEW ORIGINAL SUPER","4.8","0","[""https://img.lazcdn.com/g/ff/kf/S0383a385235f4876b8f37af9ef6279956.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/ff/kf/S0383a385235f4876b8f37af9ef6279956.jpg_120x120q80.jpg_.webp""]","YUDIANA YUDI SPERPAT ELEKTRONIK","TR. tv tabung polytron 24 inch slim. bahagia elektronik jatinegara. tv lg 42 inch terbaru digital. tv tabung digital murah 32 in. mesin tv samsung 29 inch slim","TR"
"GACUN 4 KABEL LCD/LED MK4 130WAT (50"") ORIGINAL GACUN","5.0","0","[""https://img.lazcdn.com/g/ff/kf/Sec8d7b9e4195403f921e3e9397abf3f0r.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/ff/kf/Sec8d7b9e4195403f921e3e9397abf3f0r.jpg_120x120q80.jpg_.webp""]","YUDIANA YUDI SPERPAT ELEKTRONIK","TR. gacun 3 kabel tv led 32 inch. gacun tv tabung 29 inch. gacun tikon vgh tv led. coca smart tv 43 inch. gacun tv 21 tabung","TR"
"Tinta Printer HP Original 682 Hitam Black / Twin Pack / Cartridge Asli Official","4.9","0","[""https://img.lazcdn.com/g/p/b11b52ef6600ea06f4ca55feb78356fe.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/p/b11b52ef6600ea06f4ca55feb78356fe.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/a4be95f3af19315ae5f9050f9fda2a80.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/fbc36a3a86ff9c6dfbb5824f7f7e429b.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/7db3205fcce4f9504bc01ed226b213f6.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/bc9dfd49c838b7e6198b25e5c2ba2ec6.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/d330e64ad481b07b2ab3a435e1bd499f.jpg_120x120q80.jpg_.webp""]","HP","HP. catridge printer hp deskjet f2410. cartridge hp ink tank 315 hitam. cartridge hp ink tank 315 warna. tinta hp ink tank 315 original. catrid printer hp deskjet 2775. Dapatkan pencetakan volume tinggi tanpa kekacauan. Hindari masalah seperti kebocoran, teks hilang, gelembung, dan hasil cetak daur ulang-dan mengandalkan kartrid tinta asli HP dan printer yang dirancang bersama-sama untuk hasil yang konsisten. Dapatkan kualitas yang Anda harapkan dari HP. Kartrid tinta HP asli memberikan dokumen sehari-hari berkualitas tinggi yang cepat kering dan sulit pudar selama beberapa dekade. Hasil print sampai dengan ratusan halaman. Dapatkan pencetakan volume tinggi tanpa kekacauan. Hindari masalah seperti kebocoran, teks hilang, gelembung, dan hasil cetak daur ulang-dan mengandalkan kartrid tinta asli HP dan printer yang dirancang bersama-sama untuk hasil yang konsisten. Dapatkan kualitas yang Anda harapkan dari HP. Kartrid tinta HP asli memberikan dokumen sehari-hari berkualitas tinggi yang c","HP"
"HANDEL LOJEL WARNA,HANDEL KOPER, HANDEL KOPER VIBER, SPAREPART KOPER","4.6","0","[""https://img.lazcdn.com/g/ff/kf/S8a6c5b64363b4ac0b77f4da0a380d272G.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/p/6528f0de8f96a55385205f67eddae8dc.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/a759a2ffdc3aa4cd9ae03a4e129424ea.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/d13792a23afb281ebe7fa4ba76b7a419.jpg_120x120q80.jpg_.webp""]","dewi05588","Tidak Ada Merk. handle koper delsey 22 inc original. tas untuk les anak perempuan. pengganti handle koper lojel. handle koper pegangan 18 cm. koper baju buat mudik murah","Tidak Ada Merk"
"AS RODA, BAUT RODA KOPER,RIVET TAS, BESI RODA KOPER","5.0","0","[""https://img.lazcdn.com/g/p/1d4a0fada06e8bd8a6d9fea41d313109.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/p/1d4a0fada06e8bd8a6d9fea41d313109.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/c449f6b6279f4d1db588d4b8e9d3f450.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/e77166bc264fe33ce54c2dd92e1dc51e.jpg_120x120q80.jpg_.webp""]","dewi05588","Tidak Ada Merk. tas sekolah model koper anak sd. baut roda traktor quick g 1000. baut roda untuk sekuter anak. troli koper polo pengganti. baut roda mobil kunci 19","Tidak Ada Merk"
"Tas Travel Anak - Travel Bag Koper Selempang Winnie the Pooh Ukuran Besar - WIWA","4.9","100000","[""https://img.lazcdn.com/g/p/c76359e60ee563d9d6c0a811f1b9ffa8.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/p/c76359e60ee563d9d6c0a811f1b9ffa8.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/65517fca621871244788dce1dda9b419.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/51fac22a08d6ddd97b57d91e85894db2.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/7930c449a9a41105561ac94d23b57012.jpg_120x120q80.jpg_.webp""]","WIWA","Travel bag / tas travel anak Ukuran 40X26X15cm Bahan anvas mix spon tebal antiair Dilengkapi tali selempang panjang Dobel resleting sehingga bisa dipasang gembok. Di bagian dalam dilengapi kantong jaring lengkap dengan resleting. Bagian bawah dilengkapi kaki penyangga agar tas tdk langsg menyentuh tanah atau lantai. Mampu memuat kurang lebihnya 10pcs baju buat bepergian2-3hari. Cocok untuk traveling, mudik, renang atau buat piknik. Untuk Tali selempang dan tenteng bisa berwarna merah atau hitam sesuai stok yg ada. Travel bag / tas travel anakUkuran 40X26X15cmBahan anvas mix spon tebal antiairDilengkapi tali selempang panjangDobel resleting sehingga bisa dipasang gembok.Di bagian dalam dilengapi kantong jaring lengkap dengan resleting.Bagian bawah dilengkapi kaki penyangga agar tas tdk langsg menyentuh tanah atau lantai.Mampu memuat kurang lebihnya 10pcs baju buat bepergian2-3hari.Cocok untuk traveling, mudik, renang atau buat piknik.Untuk Tali selempang dan tenteng bisa berwarna merah atau hitam sesuai stok yg ada.","No Brand"
"Trunki Ride on Luggage - Tas Koper Duduk Anak","0","0","[""https://img.lazcdn.com/g/p/66cb57f80a79b6ff3d8085957be4dbaf.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/p/66cb57f80a79b6ff3d8085957be4dbaf.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/8c0ebd1278fb63f7e11fbd1c59ccc2fe.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/a233d33cb61c3e27508ddb09afe78d05.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/3ecd722a256d600c02f38730ba933949.jpg_120x120q80.jpg_.webp""]","Early Learning Centre","Trunki Ride on Luggage-Tas Koper Duduk Anak","elc"
"HANDEL LOJEL WARNA,HANDEL KOPER, HANDEL KOPER VIBER, SPAREPART KOPER","4.6","0","[""https://img.lazcdn.com/g/ff/kf/S8a6c5b64363b4ac0b77f4da0a380d272G.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/p/6528f0de8f96a55385205f67eddae8dc.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/a759a2ffdc3aa4cd9ae03a4e129424ea.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/d13792a23afb281ebe7fa4ba76b7a419.jpg_120x120q80.jpg_.webp""]","dewi05588","Tidak Ada Merk. handle koper delsey 22 inc original. tas untuk les anak perempuan. pengganti handle koper lojel. handle koper pegangan 18 cm. koper baju buat mudik murah","Tidak Ada Merk"
