timestamp,title,seller_name,brand,description,final_price,categories,image_url,item_weight,rating,discount,department,features,images
"2024-09-01 00:00:00.000","Hydro Flask Closeable Press-in Lid - Accessory for Tumblers and Mugs - Insulated","Ama███.co███","Hydro Flask","About this item Size medium compatible with 10 oz Rocks, 12 oz Mug, 16 oz All Around Tumbler, 20 oz All Around Tumbler, and 12 oz Outdoor Kitchen Tumbler Tames beverage splashes and keeps heat and cold from escaping Slides open wide enough for easy drinking and reusable straws Dishwasher safe BPA-Free & Toxin-Free","5.070000000000000e+00","[""Home & Kitchen"",""Kitchen & Dining"",""Dining & Entertaining"",""Glassware & Drinkware"",""Tumblers & Water Glasses""]","https://m.media-amazon.com/images/I/5139VWmTYcL._AC_SL1500_.jpg","0.02 Kilograms",4.6,"-49%","Home & Kitchen","[""Size medium compatible with 10 oz Rocks, 12 oz Mug, 16 oz All Around Tumbler, 20 oz All Around Tumbler, and 12 oz Outdoor Kitchen Tumbler"",""Tames beverage splashes and keeps heat and cold from escaping"",""Slides open wide enough for easy drinking and reusable straws"",""Dishwasher safe"",""BPA-Free & Toxin-Free""]","[""https://m.media-amazon.com/images/I/5139VWmTYcL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/51GGG5YMPhL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/61TdTFVjR7L._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/41wty6R+QCL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/61ruRDbyu+L._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/619OZdyUW3L._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/61ZHGRfPVEL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/71sBrzJhMBL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/61-aynHDK6L._AC_SL1500_.jpg""]"
"2024-09-01 00:00:00.000","Insurrection by Reyane Tradition (Classique)","Fou███aso███eau███","Reyane Tradition","About this item Insurrection Classique is French Powerhouse, Reyane Tradition’s most original and renowned fragrance of the line. It epitomizes the success of a man, with the sweet, subtlety of it’s masculinity. Insurrection Classique is for the man who is comfortable and confident in his own skin. Top: Vanilla, Balsamic Middle: Amber Base: Oakmoss, Pepper, Patchouli","2.215000000000000e+01","[""Beauty & Personal Care"",""Fragrance"",""Men's"",""Body Sprays""]","https://m.media-amazon.com/images/I/81StlFQUWaS._SL1500_.jpg","",4.6,"-6%","Beauty & Personal Care","[""Insurrection Classique is French Powerhouse, Reyane Tradition’s most original and renowned fragrance of the line. It epitomizes the success of a man, with the sweet, subtlety of it’s masculinity. Insurrection Classique is for the man who is comfortable and confident in his own skin."",""Top Vanilla, Balsamic"",""Middle Amber"",""Base Oakmoss, Pepper, Patchouli""]","[""https://m.media-amazon.com/images/I/81StlFQUWaS._SL1500_.jpg"",""https://m.media-amazon.com/images/I/71Axl4eNdRS._SL1500_.jpg"",""https://m.media-amazon.com/images/I/A1aICO2LQ9S._SL1500_.jpg"",""https://m.media-amazon.com/images/I/811+TQu4cWS._SL1500_.jpg"",""https://m.media-amazon.com/images/I/91r6WwWlQGS._SL1500_.jpg"",""https://m.media-amazon.com/images/I/81T2MoP0p1S._SL1500_.jpg""]"
"2024-09-01 00:00:00.000","Bengal Gold Roach Spray, Odorless Stain-Free Dry Aerosol Killer Spray with Insect Growth Regulator, 2-Count, 11 Oz. Aerosol Cans","Ben███ Pr███cts██████","Bengal","Save money by skipping the exterminator and do it yourself with Bengal Gold Roach Spray. Guaranteed for effective results, this pack of two 11-ounce aerosol roach killer spray proficiently flushes, kills and prevents the reproduction of roaches, ants, crickets, spiders, and other insects you see and don't see to ensure a bug-free environment. It contains an insect growth regulator that eliminates roach populations by preventing reinfestation for up to 6 months and high 2% concentration of Permethrin, an insecticide that is a powerful killing agent on insects. The dry, powerful spray penetrates deep into cracks, crevices, and other hard to reach areas to drive roaches out of hiding and kill them. When sprayed, the roach spray reaches behind walls and effortlessly carries the killing agent deep into the infestation for optimal performance. It carries no odor and doesn't leave a mess, so you can spray it in cracks and crevices, behind your baseboards, under cabinets, under household appliances and other areas where roaches may be hiding without worry.","2.596000000000000e+01","[""Patio, Lawn & Garden"",""Pest Control"",""Repellents"",""Sprays""]","https://m.media-amazon.com/images/I/81gxJSP2LrL._AC_SL1500_.jpg","11 Ounces",4.6,"","Patio, Lawn & Garden","[""PACK OF TWO 11 OZ. INSECT KILLER SPRAYS Profeciently flushes, kills, and prevents the reproduction of roaches, ants, crickets, spiders, Asian lady beetles, and other insects you see and don't see"",""PREVENTS REINFESTATION Contains an insect growth regulator that eliminates populations by preventing reinfestation for up to 6 months"",""REACHES HIDING BUGS Dry, powerful spray penetrates deep into cracks, crevices, and other hard to reach areas to drive out hidden roaches and kill them"",""OPTIMAL PERFORMANCE Reaches to fill voids behind walls when sprayed and effortlessly carries the killing agent deep into the infestation"",""NO ODOR, MESS-FREE, AND NON-STAINING Spray it in cracks and crevices, behind your baseboards, under cabinets, under household appliances and other areas where roaches may be hiding without worry""]","[""https://m.media-amazon.com/images/I/81gxJSP2LrL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/71BvMzoINIL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/71L1AQ7boVL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/71j3+iaHbnL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/81XaZXH3PeL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/71NedGSrYjL._AC_SL1500_.jpg""]"
"2024-09-01 00:00:00.000","Antrader 10Pcs 608 Steel Ball Bearing 8mm x 22mm x 7mm High Precision Rating Fidget Spinner Bearing","Ant███er ███ect███","Antrader","Specification： Product Name: Ball Bearing Model: 608 Open Material: Chrome Steel Color: Silver Tone Bore(Inner) Diameter: 8mm/ 0.31""Outer Diameter: 22 mm/ 0.87"" Width (Thickness): 7 mm/0.27"" Supported Revolutions per Minute (RPM): 34,000 Net Weight : 103g       High Durability These 608 deep groove ball bearing is a single-row bearing that supports radial loads, made with Chromium Steel providing superior quality and durability. Low Friction 608 Steel Ball Bearing, open type design unsealed ball bearing. High rotation speed with less coefficient of friction, less vibration and noise. Wide Application Suitable to use in skateboards, longboards, inline skate, scooter, tri-spinner fidget toy hand spinner and more.","6.990000000000000e+00","[""Industrial & Scientific"",""Power Transmission Products"",""Bearings, Balls & Bushings"",""Ball Bearings"",""Radial Ball Bearings"",""Deep-Groove Ball Bearings""]","https://m.media-amazon.com/images/I/71pPuqERB3L._SL1500_.jpg","0.22 Pounds",4.6,"","Industrial & Scientific","[""10pcs 608 Steel Ball Bearing, open type design unsealed ball bearing."",""High rotation speed with less coefficient of friction, less vibration and noise."",""8mm x 22mm x 7mm Fidget Spinner Bearings. Inner Diameter 8mm; Outer Diameter 22mm; Thickness 7mm"",""These 608 deep groove ball bearing is a single-row bearing that supports radial loads, made with Chromium Steel providing superior quality and durability."",""Suitable to use in skateboards, longboards, inline skate, scooter, tri-spinner fidget toy hand spinner and more.""]","[""https://m.media-amazon.com/images/I/71pPuqERB3L._SL1500_.jpg"",""https://m.media-amazon.com/images/I/610dg+u0BhL._SL1500_.jpg"",""https://m.media-amazon.com/images/I/71MLjfRG1YL._SL1500_.jpg"",""https://m.media-amazon.com/images/I/71A3SNXHWbL._SL1500_.jpg"",""https://m.media-amazon.com/images/I/71J3V02-x7L._SL1500_.jpg""]"
"2024-09-01 00:00:00.000","Zebco 33 Spincast Fishing Reel, Quickset Anti-Reverse with Bite Alert, Smooth Dial-Adjustable Drag, Powerful All-Metal Gears with a Lightweight Graphite Frame","Ama███.co███","Zebco","About this item EASY-TO-USE: The Zebco 33 micro trigger spincast reel brings an elevated fishing experience to a trusted spincast reel. The size 10 fishing reel features a lightweight graphite frame, a stainless steel cover, a MicroFine dial-adjustable drag, and boasts a patented no-tangle design making it easier for both beginners and experienced anglers. The built-in bite alert simply and precisely uses an audio indicator to alert anglers of activity below the water EFFORTLESS FISHING: Zebco's Quickset anti-reverse clutch stops your handle from moving backwards and creates a solid hookset in the mouth of a fish when reeling in your prized catch. It features a changeable right or left-hand retrieve and comes pre-spooled with 4-pound of Zebco Cajun line so you’re ready to fish sooner SUPERIOR DESIGN: This spincast reel features premium all-metal gears, a 4.3:1 gear ratio, and dual ceramic pick-up pins that will ensure a buttery-smooth retrieve, extended life, and ultra-high abrasion resistance to make every fishing experience a memorable one VERSATILE USE: With a mono line capacity of 90/4 yds/lbs, this reel offers smooth performance and unrivaled durability. Ideal for targeting light species from panfish to trout and more TRUSTED: Since 1949, Zebco has been inviting people to explore the outdoors. Zebco products are warranted for a period of (1) year from date of original retail purchase against defects in workmanship and/or materials","2.167000000000000e+01","[""Sports & Outdoors"",""Hunting & Fishing"",""Fishing"",""Reels & Accessories"",""Reels""]","https://m.media-amazon.com/images/I/61zOP8c46LL._AC_SL1500_.jpg","0.46 Pounds",4.5,"-13%","Sports & Outdoors","[""EASY-TO-USE The Zebco 33 micro trigger spincast reel brings an elevated fishing experience to a trusted spincast reel. The size 10 fishing reel features a lightweight graphite frame, a stainless steel cover, a MicroFine dial-adjustable drag, and boasts a patented no-tangle design making it easier for both beginners and experienced anglers. The built-in bite alert simply and precisely uses an audio indicator to alert anglers of activity below the water"",""EFFORTLESS FISHING Zebco's Quickset anti-reverse clutch stops your handle from moving backwards and creates a solid hookset in the mouth of a fish when reeling in your prized catch. It features a changeable right or left-hand retrieve and comes pre-spooled with 4-pound of Zebco Cajun line so you’re ready to fish sooner"",""SUPERIOR DESIGN This spincast reel features premium all-metal gears, a 4.31 gear ratio, and dual ceramic pick-up pins that will ensure a buttery-smooth retrieve, extended life, and ultra-high abrasion resistance to make every fishing experience a memorable one"",""VERSATILE USE With a mono line capacity of 90/4 yds/lbs, this reel offers smooth performance and unrivaled durability. Ideal for targeting light species from panfish to trout and more"",""TRUSTED Since 1949, Zebco has been inviting people to explore the outdoors. Zebco products are warranted for a period of (1) year from date of original retail purchase against defects in workmanship and/or materials""]","[""https://m.media-amazon.com/images/I/61zOP8c46LL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/71voFZ9NxaL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/71o9RRaZkXL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/61szGgP6+rL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/71UOj5T-bxL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/61cXZyosL1L._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/81zp9R5j6OS._AC_SL1500_.jpg""]"
"2024-09-01 00:00:00.000","BOSS Audio Systems BVCP9700A- FL Car Stereo - Apple CarPlay, Android Auto, Single Din, 7 Inch Touchscreen, Bluetooth, No CD DVD Player, AM/FM Radio Receiver","Spe███, I███","BOSS Audio Systems","Learn the Basics! BOSS Basics Intro Learning the ins-and-outs of car audio can sometimes feel like learning a new language. At BOSS Basics, we're here to help grow your audio vocabulary. This video series is aimed at the audio newcomer — those who want improved sound and updated features, without breaking the bank. Our goal is to provide the foundation you need, in order to make more informed purchasing decisions. We’ll have you speaking car audio in no time. BOSS Basics Headunits Head units come in a variety of flavors. Some can play CDs or DVDs and can also be connected to a backup camera. Others feature GPS navigation, touchscreen controls, satellite radio, and digital music playback via USB flash drive. Apple Carplay and Android Auto enable Bluetooth connectivity right from your smartphone. Watch this video to help you decide what kind of stereo is best for your ride. BOSS Basics Speakers How do you figure out what type of speaker will work best in your ride? We will break down the Basics of mobile audio speakers, and help you decide on what you need to live your Life at Full Volume. BOSS Basics Amplifiers You may have heard the term “amps” or “amplifiers” being thrown around in discussions about home and car audio, but what are they exactly? How many watts do you need? What is a channel? You've landed at the right place! Hit play to learn more... BOSS Basics Subwoofers A subwoofer (or “sub”) is a type of speaker designed to reproduce only the lowest frequencies in the audio spectrum. You've come to the right place if your audio system is lacking that much needed bass. We'll give you the low-down on subwoofers. BOSS Basics Backup Cameras A backup camera is a special type of camera that attaches to the rear of your car. It's a tiny device, but will increase your vehicle safety in a BIG way.   Explore premium US-designed car audio, meticulously crafted for superior sound quality and seamless integration.   Feel confident with your purchase.   Receive superior customer support by a dedicated USA team. A peace of mind for all your inquiries, ensuring top-quality service.   Our ongoing collaboration with Apple and Google ensures compatibility with their latest OS, certifying that it will work with your smartphone.","1.449900000000000e+02","[""Electronics"",""Car & Vehicle Electronics"",""Car Electronics"",""Car Audio"",""Car Stereo Receivers""]","https://m.media-amazon.com/images/I/714uSADctUL._AC_SL1500_.jpg","3.05 pounds",4.2,"-15%","Electronics","[""Apple CarPlay - Access icons on your iPhone by activating Siri voice controls the touchscreen. Available features include Phone, Music, Maps, Text messages, Radio, Podcasts, Audiobooks"",""Bluetooth - Make calls hands-free with the help of Siri. Play music apps like Spotify or Pandora as well as iTunes and Apple Music Subscription. Siri will be your DJ"",""Android Auto - Just say “Ok Google” and Google Assistant will help throughout your day. Get real-time alerts on Google Maps and Waze. Make calls, check your messages, reply, use music apps, all while keeping your hands on the steering wheel"",""Inputs - USB, USB charging, AV, front & rear camera. The steering wheel interface. Module sold separately (Metra ASWC-1). External Microphone. Outputs - Front, rear & subwoofer pre-amp"",""BOSS Audio Systems provides a powerful 3-year platinum online dealer warranty so long as the purchase is made through Amazon.com. We strongly encourage professional installation of this product to ensure proper and safe functionality""]","[""https://m.media-amazon.com/images/I/714uSADctUL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/813ti2m7ecL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/81TjmRuQu7L._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/81W55A+cevL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/71YaCe5bdtL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/71qWgX-S6OL._AC_SL1500_.jpg""]"
"2024-09-01 00:00:00.000","ABCCANOPY Heavy Duty Weight Bags, 115lb","#1 ███tan███hel██████","ABCCANOPY","ABCCANOPY Heavy Duty Canopy Weight Sandbags,4 Packs Suitable any Instant leg Canopy, Pop Up tent or Gazebo structures, camping sun shlters, sports umbrella. Previous page Next page Previous page Next page 1 Outdoor Canopies 2 Umbrellas 3 Gazebos 4 Sun Shelters More Products to Choose Canopy Weights Add to Cart Heavy Duty Water Weight See Details Canopy Sand Bags Add to Cart Water Weights Bag Add to Cart Drum Weights Add to Cart Customer Reviews 4.5 out of 5 stars 1,656 3.8 out of 5 stars 468 4.5 out of 5 stars 8,762 4.4 out of 5 stars 1,420 4.1 out of 5 stars 112 Price $40.61$40.61 — $12.95$12.95 $26.66$26.66 $45.95$45.95 Waterproof ✔ ✔ ✔ ✔ ✔ Hold up to 27lbs 60lbs 112lbs 88lbs 70lbs Handle for carrying ✔ ✔ ✔ ✔ ✔ Filler / Water Sand, rock, or dirt Water Water,sand Quantity 4 Packs 4 Packs 4 Packs 4 Packs 4 Packs","1.395000000000000e+01","[""Patio, Lawn & Garden"",""Patio Furniture & Accessories"",""Canopies, Gazebos & Pergolas"",""Accessories""]","https://m.media-amazon.com/images/I/51tMOeI6oNL._AC_SL1000_.jpg","1.81 pounds",4.4,"-46%","Patio, Lawn & Garden","[""Large Capacity Adopted by round bottom design, increase sand capacity to improve load-bearing capacity. Attached sticky tape in each bag to hold canopy more tightly."",""Stable Attached There is a hook and loop strap that is attached to each weight bag as it wraps around the leg to your canopy, thus allowing it to withstand wind and other weather elements!"",""High-quality Material These weight bags are the best around and are made out of quality material,durable and long-lasting."",""Good Flexiblity The weight bags hold up to 29 pounds on sand, rock, or dirt and are perfect for all surfaces. Note：SAND NOT INCLUDED."",""Multiple Usage Stabilize any Instant Canopy, Pop Up canopy, umbrella, pergola or folding gazebo structures on the different type of ground.""]","[""https://m.media-amazon.com/images/I/51tMOeI6oNL._AC_SL1000_.jpg"",""https://m.media-amazon.com/images/I/81sKQ2XvFUL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/91RN9amJTVL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/71Ki4TRkx+L._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/71kTRnpLagL._AC_SL1500_.jpg""]"
"2024-09-01 00:00:00.000","Hopkins 47275 Brake Control Installation Kit","Ama███.co███","Hopkins Towing Solutions","Hopkins Manufacturing Corporation makes your towing experience simpler and more rewarding through innovation and value. Hopkins offers a variety of towing solutions including vehicle wiring kits, adapters, vehicle and trailer connectors, breakaway systems and much more. Today, more than 40 percentage of retail category sales are generated from Hopkins innovations. Make your brake control installation easy, no more running wires through the fire wall or searching for the stop switch.","2.750000000000000e+01","[""Automotive"",""Exterior Accessories"",""Trailer Accessories"",""Brake Controls""]","https://m.media-amazon.com/images/I/51iKXTq8obL._AC_SL1000_.jpg","1.5 pounds",4.6,"-10%","Automotive","[""Electronic brake control installation kit for vehicles NOT equipped with factory tow package"",""No more hassles - it's Plug-In Simple"",""Everything needed to install most brake controls"",""Universal kit includes 1 20 amp fuse and holder, 4 butt splices, 1 splice connector, 4 ring connectors, 15' black wire, 15' white wire, 25' blue wire, and 3' red wire"",""Quick and easy to install""]","[""https://m.media-amazon.com/images/I/51iKXTq8obL._AC_SL1000_.jpg""]"
"2024-09-01 00:00:00.000","TBWHL Heart-Shaped Travel Handheld Mirror, Cosmetic Hand Mirror with Handle (Pink, 1Pack)","Bet███Lif███","TBWHL","TBWHL Heart-shaped Handheld Mirror   Need a sweet gift for girlfriend, wife, daughters, sisters or friends on important days such as Valentine's Day, birthdays, anniversaries or festivals? This lovely heart-shaped mirror is a perfect choice. The small size makes it easy to put into your bag, so that you can check yourself all the time.   Cute Design Not only cute in shape, but also perfect in material. This small heart mirrors with handles are made of quality plastic, durable and reliable for reuse, not easy to fade in colors, light in weight and exquisite in design, handle design makes these handheld mirrors comfortable when you are using it.   HD mirror The mirror surface is smooth and clear, and the plastic shell covers the mirror surface so that it is not easy to break. The high-definition mirror is very suitable for makeup.   Easy to carry The size is only 7.28 x 5.12inch, you can easily put it in your bag. Perfect for a gift!   Give a fun present, School supplies as teacher gifts, Exquisite office gifts for coworkers, for girls. These mirror giving you the option to select the perfect gifts for a special occasion. More beautiful mirrors for your choice!   TBWHL Heart-shaped Mirror   TBWHL Cat-shaped Mirror   TBWHL 15x Makeup Mirror Size Easy to Carry Size Easy to Carry Size Easy to Carry Material High-quality Plastic Material Wood Material High-quality Plastic","5.980000000000000e+00","[""Beauty & Personal Care"",""Tools & Accessories"",""Mirrors"",""Handheld Mirrors""]","https://m.media-amazon.com/images/I/41LyA24lMmL._AC_SL1000_.jpg","0.22 Pounds",4.4,"-30%","Beauty & Personal Care","[""Adorable Design - Cute love shape design with pink color, looks extremely cute and beautiful, would be a welcome addition to your vanity or dressing table, it's nice as a gift for your wife, kids or friends."",""High Quality Material - These mirror adopts eco-friendly thickened ABS plastic ensure a nice look, lightweight and safe usage for everyone who likes beauty and personal care."",""Easy to Carry - Very easy to pack and carry, is the perfect addition to be used as a hand mirror, Handle is comfortable and convenience for holding."",""Makes a Great Gift Idea - Give a fun present, School supplies as teacher gifts, Exquisite office gifts for coworkers, for girls. These mirror giving you the option to select the perfect gifts for a special occasion."",""What You Get - 7.28 x 5.12inch Pink Hearth-Shaped Handheld Mirror. Note We have improved the packaging of the heart-shaped mirror, which effectively protects the mirror surface and body, and avoids damage to the hand-held heart-shaped mirror during transportation.""]","[""https://m.media-amazon.com/images/I/41LyA24lMmL._AC_SL1000_.jpg"",""https://m.media-amazon.com/images/I/51QUgqY-J3L._AC_SL1001_.jpg"",""https://m.media-amazon.com/images/I/51KntjigUEL._AC_SL1001_.jpg"",""https://m.media-amazon.com/images/I/51vkTYmDyML._AC_SL1001_.jpg"",""https://m.media-amazon.com/images/I/51cIJqo8tdL._AC_SL1001_.jpg"",""https://m.media-amazon.com/images/I/51J0GPHpAbL._AC_SL1001_.jpg"",""https://m.media-amazon.com/images/I/61NVHOJRfUL._AC_SL1001_.jpg""]"
"2024-09-01 00:00:00.000","JSAUX USB-C Cable 3.1A Fast Charging, 3-Pack (10ft+6.6ft+3.3ft) USB A to Type C Charge Cord Compatible with Samsung Galaxy S21 S20 S10 S9 S8 Note 20 10, iPhone 15/15 Pro Max, PS5, USB C Charger(Blue)","JS ███ita███S","JSAUX","NOTE: This cable is USB-A to USB-C, NOT USB-C to USB-CDo not support iPad Pro 11 and iPad Pro 12.9This cord alone will not provide you with fast charging alone, you will need a power block rated for fast charging and a phone capable of the same.It will not fit those phones with Micro USB Port and Lightning Port.Below is the list of phones that can be charged at max 3A output current instead of full speed: iPhone 15 Series: Supports only 7.5W charging speed for iPhone 15 series.Samsung Galaxy S20 /S20+ /S20 Ultra / Note 10: Requires a QC / AFC protocol charger with a 18W USB A port （The original charger is a PD fast charging with a 25 W USB C Port）Google Pixel: Only supports the private fast charge protocol of GoogleHUAWEI: Requires 4.5V/5A outputNintendo Switch: Only supports PD fast charge protocolOne Plus: Only support standard charging, but cannot support DASH fast charging.iPad Pro 11“ / 12.9”: Only support standard charging, becasue they need a PD charger with a USB-C to USB-C cable to achieve fast charging.               Internal 21/28AWG thick tinned copper core wire, plus aluminum foil signal shielding layer for faster and more stable charging. Upgraded 3D aluminum connector and exclusive laser welding technology, which to ensure the metal part won't break and also have a tighter connection which fits well even with a protective case on and will never loose connection. With the fastening tape for organization, you can shorten the cable to any length you want and even organize it to a portable size that can put in your handbag or backpack.","9.480000000000000e+00","[""Electronics"",""Computers & Accessories"",""Computer Accessories & Peripherals"",""Cables & Accessories"",""Cables & Interconnects"",""USB Cables""]","https://m.media-amazon.com/images/I/8174Mk0upOL._AC_SL1500_.jpg","0.64 Grams",4.7,"-27%","Electronics","[""3.1A Fast Charging and Sync Transfer speed up to 480Mbps, 3.1A Fast Charger, Data Transfer and Power Charging 2 in 1 USB-C Cable"",""Military Grade Material JSAUX USB Type C Cable Adds the strong military fiber, the most flexible, powerful and robust material, makes tensile force increased by 200%, Special Strain Relief Support design, can bear 10000+ bending test, protector the most vulnerable joint of the usb type c cable, Premium Aluminum housing adds the durability of the cable"",""Nylon Tangle-free Design Tangle-free Nylon Braided Design, this USB C Cord is far more dependable than others in its price range. Premium nylon braided type c cable adds additional durability and tangle free"",""Perfect 3-Pack 3.3ft+6.6ft+10ft Different lengths combination meets all your demands in daily life and makes your life more convenient"",""18-Month Warranty We provide this 3-Pack(3.3ft+6.6ft+10ft) Nylon Braided USB-C Cable with 18-Month Warranty and 24/7 customer service, if you have any questions,we will resolve your issue within 24 hours. This USB C Cable can fast charge and sync well with Samsung Galaxy S21 S20 S20 Plus S20 Ultra S10 S9 S8 Plus Note 20 10 9 8, iPhone 15/15 Plus/15 Pro/15 Pro Max, LG G5, LG V20, Nintendo Switch and more. Note Supports only 7.5W charging speed for iPhone 15 series""]","[""https://m.media-amazon.com/images/I/8174Mk0upOL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/71cyb5ovhjL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/71mYdXbbxRL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/81-tx4wpeAL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/81zEZaTJL9L._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/61qEIZArapL._AC_SL1000_.jpg"",""https://m.media-amazon.com/images/I/71VjeCWHZyL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/61xvHLjm3vL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/61zxexziypL._AC_SL1500_.jpg""]"
"2024-09-01 00:00:00.000","Merrick Grain Free Bone Broth, Premium Human Grade And Gluten Free Dog And Cat Food Topper Pouches, Chicken - 16 oz. Pouch.","Ama███.co███","Merrick","Increase moisture in your dog’s and cat’s diets with Merrick Grain Free Chicken Bone Broth, added as a dog food topper and cat food broth to your pet’s bowl. This natural dog food and natural cat food is a human grade meal topper that adds extra moisture and flavor to your dog’s and cat's diet. Now available for cats, this cat bone broth topper is accented with superfoods and unique spices including cinnamon, turmeric and ginger. This grain free chicken bone broth for dogs and cats can be used as a sensitive stomach cat food topper. Serve chicken bone broth Merrick dog treats on top of dry natural dog food, as natural dog treats or mixed with freeze dried raw bits in place of water as a savory chicken meal mixer for dogs. All Merrick recipes are crafted in our Hereford, TX kitchen and cooked in the USA, in facilities that uphold strict FDA guidelines.","8.779999999999999e+00","[""Pet Supplies"",""Cats"",""Food"",""Wet"",""Pouches""]","https://m.media-amazon.com/images/I/81cbASnVHdS._AC_SL1500_.jpg","1 pounds",4.2,"-5%","Pet Supplies","[""Merrick Grain Free Chicken Bone Broth, Premium Quality, Gluten Free Human Grade Natural With Added Vitamins And Minerals Dog And Cat Food Topper Pouches"",""Add this nourishing, wholesome, and delicious human grade bone broth as a healthy dog food or cat food topper for a boost of flavor or as a savory treat"",""A dog and cat food topper made with a holistic blend of simple ingredients and accented with superfoods like sweet potatoes and apples that can be served as a gluten free treat"",""Enhanced with unique spices including parsley and turmeric, this chicken bone broth for both cats and dogs adds moisture to your pet’s diet and adds a healthy flavor boost"",""These meal mixers for dogs are pouches that are natural with added vitamins and minerals and free of artificial colors, flavors, and fillers. Proudly founded in Hereford, TX, crafted in USA facilities""]","[""https://m.media-amazon.com/images/I/81cbASnVHdS._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/81ZTVvKoK7S._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/81jr5gaP5BS._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/91eAznQuEBS._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/91xesRTAtwS._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/91FBVWAqSLS._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/916XXE3+0GS._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/81PTGTalZgS._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/9177wh3xmJS._AC_SL1500_.jpg""]"
